epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,2716.67,0.64199,0.51964,0.91007,0.79262,0.80527,0.83663,0.71467,0.70273,0.72598,0.92569,0.0004324,0.0004324,0.0004324
174,2732.17,0.62301,0.51724,0.90756,0.78976,0.79951,0.83357,0.71434,0.71667,0.76613,0.92644,0.0004291,0.0004291,0.0004291
175,2747.86,0.62943,0.53241,0.90183,0.75145,0.82143,0.8335,0.72165,0.68657,0.75671,0.91718,0.0004258,0.0004258,0.0004258
176,2763.14,0.63019,0.52413,0.90378,0.79188,0.82378,0.82532,0.70445,0.7194,0.75807,0.92358,0.0004225,0.0004225,0.0004225
177,2778.53,0.62878,0.52139,0.89869,0.78551,0.80809,0.83412,0.71556,0.70771,0.76142,0.93083,0.0004192,0.0004192,0.0004192
178,2794.08,0.62418,0.52546,0.90987,0.78968,0.82322,0.83646,0.72412,0.67116,0.74217,0.91257,0.0004159,0.0004159,0.0004159
179,2809.4,0.60602,0.50738,0.89635,0.76842,0.82714,0.83245,0.70893,0.6877,0.77394,0.91682,0.0004126,0.0004126,0.0004126
180,2825.1,0.61751,0.5126,0.89838,0.77286,0.83948,0.83253,0.71147,0.68967,0.72551,0.91398,0.0004093,0.0004093,0.0004093
181,2840.8,0.63208,0.51332,0.89284,0.76094,0.83411,0.82475,0.704,0.7015,0.7469,0.92055,0.000406,0.000406,0.000406
182,2858.31,0.62091,0.49485,0.89544,0.74815,0.8182,0.82735,0.71462,0.68259,0.7417,0.90772,0.0004027,0.0004027,0.0004027
183,2873.85,0.6194,0.50462,0.89872,0.75997,0.8122,0.82741,0.71132,0.69103,0.73819,0.90874,0.0003994,0.0003994,0.0003994
184,2889.05,0.61224,0.50531,0.89938,0.73949,0.83238,0.82415,0.70422,0.70435,0.73599,0.91283,0.0003961,0.0003961,0.0003961
185,2904.15,0.62192,0.50175,0.90917,0.77759,0.81907,0.82312,0.71388,0.66011,0.73772,0.9023,0.0003928,0.0003928,0.0003928
186,2919.54,0.61116,0.51159,0.902,0.77103,0.7941,0.82068,0.70992,0.67256,0.79664,0.91516,0.0003895,0.0003895,0.0003895
187,2934.84,0.61085,0.49558,0.89208,0.71491,0.85452,0.81192,0.69271,0.68924,0.79333,0.9164,0.0003862,0.0003862,0.0003862
188,2950.04,0.60806,0.49228,0.89594,0.75403,0.8471,0.82801,0.71557,0.67747,0.76155,0.90947,0.0003829,0.0003829,0.0003829
189,2965.42,0.60619,0.50566,0.89587,0.75672,0.84363,0.82111,0.70498,0.6802,0.74691,0.91814,0.0003796,0.0003796,0.0003796
190,2980.87,0.6431,0.51844,0.92058,0.77413,0.80033,0.8081,0.69752,0.67074,0.7418,0.9143,0.0003763,0.0003763,0.0003763
191,2996.15,0.61538,0.47946,0.88951,0.7718,0.80867,0.81608,0.70602,0.68249,0.73479,0.91977,0.000373,0.000373,0.000373
192,3011.38,0.62251,0.50391,0.89441,0.76126,0.84921,0.83524,0.71989,0.69033,0.72467,0.92177,0.0003697,0.0003697,0.0003697
193,3026.61,0.61365,0.5171,0.90668,0.80447,0.80835,0.85093,0.73262,0.69631,0.69539,0.92488,0.0003664,0.0003664,0.0003664
194,3043.9,0.59689,0.49984,0.90271,0.75804,0.86727,0.8502,0.73885,0.6676,0.69714,0.91057,0.0003631,0.0003631,0.0003631
195,3062.5,0.5933,0.48565,0.89171,0.80915,0.79458,0.84763,0.7317,0.69432,0.70844,0.92702,0.0003598,0.0003598,0.0003598
196,3079.65,0.59563,0.47952,0.89897,0.8034,0.81592,0.84818,0.73343,0.66526,0.69035,0.90999,0.0003565,0.0003565,0.0003565
197,3095.18,0.59694,0.48439,0.88633,0.78551,0.81682,0.83857,0.72454,0.68527,0.71839,0.9192,0.0003532,0.0003532,0.0003532
198,3110.77,0.59683,0.49027,0.89216,0.78078,0.83858,0.84052,0.72592,0.68099,0.70921,0.92277,0.0003499,0.0003499,0.0003499
199,3126.13,0.61403,0.48895,0.89618,0.80767,0.80951,0.83021,0.70491,0.72347,0.71384,0.93427,0.0003466,0.0003466,0.0003466
200,3141.61,0.60505,0.47457,0.8965,0.76257,0.85398,0.83227,0.71957,0.66209,0.68655,0.90906,0.0003433,0.0003433,0.0003433
201,3157.16,0.59152,0.46001,0.89369,0.74376,0.87034,0.82774,0.71346,0.69875,0.72253,0.92186,0.00034,0.00034,0.00034
202,3172.64,0.58828,0.47112,0.88243,0.79277,0.82713,0.83648,0.72277,0.67972,0.70005,0.91676,0.0003367,0.0003367,0.0003367
203,3188.4,0.5869,0.47097,0.89051,0.80381,0.8224,0.83677,0.72374,0.67697,0.71043,0.91743,0.0003334,0.0003334,0.0003334
204,3203.83,0.59427,0.47988,0.8945,0.76828,0.83079,0.83998,0.73316,0.64408,0.70081,0.9093,0.0003301,0.0003301,0.0003301
205,3219.25,0.59908,0.47703,0.90011,0.78027,0.83608,0.84397,0.73668,0.65548,0.68841,0.91337,0.0003268,0.0003268,0.0003268
206,3234.86,0.59979,0.48044,0.89278,0.8015,0.81403,0.84148,0.73183,0.65902,0.68671,0.90715,0.0003235,0.0003235,0.0003235
207,3250.15,0.57626,0.4651,0.88336,0.81062,0.81843,0.84255,0.72864,0.67601,0.7044,0.91128,0.0003202,0.0003202,0.0003202
208,3265.73,0.57232,0.45853,0.88793,0.78844,0.82233,0.83855,0.71782,0.70828,0.73407,0.92554,0.0003169,0.0003169,0.0003169
209,3283.13,0.57492,0.4572,0.8896,0.82797,0.81104,0.84707,0.7381,0.65627,0.71382,0.92,0.0003136,0.0003136,0.0003136
210,3298.72,0.56503,0.4691,0.88842,0.77325,0.85069,0.83816,0.7216,0.68247,0.7441,0.92231,0.0003103,0.0003103,0.0003103
211,3313.62,0.58808,0.47992,0.89261,0.80291,0.83244,0.84739,0.73876,0.64814,0.70418,0.90803,0.000307,0.000307,0.000307
212,3329.24,0.5828,0.48399,0.88903,0.78841,0.82558,0.84126,0.73532,0.64604,0.72641,0.90321,0.0003037,0.0003037,0.0003037
213,3344.45,0.57906,0.45971,0.88814,0.77428,0.81369,0.84953,0.73815,0.65649,0.75195,0.91005,0.0003004,0.0003004,0.0003004
214,3360.19,0.5856,0.47108,0.88671,0.80718,0.80406,0.84106,0.7327,0.65742,0.75005,0.9118,0.0002971,0.0002971,0.0002971
215,3376.25,0.58905,0.47706,0.89092,0.81067,0.83303,0.84352,0.73245,0.67016,0.73976,0.91516,0.0002938,0.0002938,0.0002938
216,3391.66,0.57006,0.4638,0.88033,0.79591,0.80647,0.8375,0.72816,0.67232,0.74008,0.91836,0.0002905,0.0002905,0.0002905
217,3407.08,0.57725,0.47215,0.89004,0.81834,0.82716,0.84399,0.732,0.68436,0.70985,0.92056,0.0002872,0.0002872,0.0002872
218,3422.67,0.55688,0.45198,0.87976,0.79625,0.82868,0.84901,0.73583,0.68102,0.73265,0.92373,0.0002839,0.0002839,0.0002839
219,3438.05,0.5619,0.45317,0.88161,0.81163,0.82442,0.844,0.73358,0.6531,0.71114,0.91152,0.0002806,0.0002806,0.0002806
220,3453.73,0.57445,0.4611,0.88234,0.80626,0.81536,0.83693,0.72116,0.67755,0.72682,0.91056,0.0002773,0.0002773,0.0002773
221,3468.98,0.5577,0.44477,0.88868,0.81083,0.80987,0.83613,0.72376,0.65621,0.71912,0.9071,0.000274,0.000274,0.000274
222,3485.53,0.5793,0.46219,0.8931,0.77429,0.8396,0.83394,0.72133,0.65925,0.73025,0.9107,0.0002707,0.0002707,0.0002707
223,3501.16,0.56944,0.4471,0.88206,0.78736,0.82319,0.82801,0.7169,0.67258,0.75069,0.91159,0.0002674,0.0002674,0.0002674
224,3516.28,0.5676,0.43827,0.89412,0.79026,0.8196,0.84406,0.73332,0.66901,0.74123,0.91243,0.0002641,0.0002641,0.0002641
225,3531.64,0.54437,0.44083,0.87702,0.75719,0.84014,0.83601,0.7291,0.67407,0.73865,0.91381,0.0002608,0.0002608,0.0002608
226,3546.84,0.56751,0.45011,0.87912,0.77528,0.82225,0.83536,0.7265,0.6578,0.74779,0.90604,0.0002575,0.0002575,0.0002575
227,3561.95,0.55449,0.44401,0.87665,0.80735,0.83029,0.84528,0.7377,0.65073,0.75086,0.90349,0.0002542,0.0002542,0.0002542
228,3577.67,0.54391,0.43368,0.88368,0.78642,0.84776,0.84202,0.73312,0.68367,0.74682,0.912,0.0002509,0.0002509,0.0002509
229,3592.9,0.554,0.44197,0.88362,0.80938,0.8094,0.84327,0.73493,0.67289,0.74238,0.912,0.0002476,0.0002476,0.0002476
230,3608.38,0.55731,0.43155,0.87654,0.81817,0.82699,0.83942,0.7351,0.65306,0.72378,0.90641,0.0002443,0.0002443,0.0002443
231,3623.79,0.55686,0.43745,0.88089,0.82515,0.81889,0.8473,0.73638,0.65265,0.72035,0.90505,0.000241,0.000241,0.000241
232,3639.85,0.55654,0.44454,0.87941,0.81429,0.83794,0.85642,0.73751,0.6674,0.7293,0.90909,0.0002377,0.0002377,0.0002377
233,3655.22,0.54546,0.44132,0.88174,0.83677,0.82304,0.85197,0.73759,0.65664,0.71074,0.90187,0.0002344,0.0002344,0.0002344
234,3670.65,0.55542,0.43152,0.88152,0.81606,0.82114,0.84197,0.73863,0.62384,0.72331,0.89511,0.0002311,0.0002311,0.0002311
235,3686.22,0.54518,0.43143,0.87709,0.82715,0.81239,0.83691,0.73507,0.62392,0.73005,0.89578,0.0002278,0.0002278,0.0002278
236,3703.82,0.55478,0.43552,0.88299,0.82498,0.80086,0.83916,0.72987,0.65091,0.73961,0.90041,0.0002245,0.0002245,0.0002245
237,3719.3,0.55959,0.44582,0.88502,0.79125,0.80728,0.83475,0.73795,0.62463,0.72141,0.88944,0.0002212,0.0002212,0.0002212
238,3734.36,0.54601,0.44007,0.88588,0.83794,0.80305,0.84122,0.74561,0.61069,0.68559,0.88547,0.0002179,0.0002179,0.0002179
239,3751.18,0.55573,0.44939,0.87555,0.81209,0.82617,0.83659,0.74265,0.59738,0.69204,0.88509,0.0002146,0.0002146,0.0002146
240,3766.24,0.54938,0.42323,0.8807,0.78772,0.83287,0.83606,0.74196,0.59935,0.70244,0.88542,0.0002113,0.0002113,0.0002113
241,3781.55,0.5342,0.42609,0.87749,0.80658,0.80986,0.83596,0.73575,0.62576,0.73798,0.89941,0.000208,0.000208,0.000208
242,3796.47,0.54588,0.43626,0.88594,0.78106,0.83417,0.83692,0.73811,0.62668,0.71872,0.90132,0.0002047,0.0002047,0.0002047
243,3811.56,0.54192,0.43431,0.87403,0.80918,0.80049,0.84073,0.7438,0.60919,0.70596,0.89085,0.0002014,0.0002014,0.0002014
244,3826.77,0.55492,0.45347,0.88672,0.8336,0.78281,0.83346,0.73266,0.64388,0.70665,0.90672,0.0001981,0.0001981,0.0001981
245,3841.83,0.5363,0.43667,0.87634,0.77552,0.82626,0.82967,0.73397,0.622,0.70604,0.89707,0.0001948,0.0001948,0.0001948
246,3856.83,0.53922,0.4248,0.87648,0.81938,0.76368,0.82742,0.72701,0.63351,0.73406,0.89713,0.0001915,0.0001915,0.0001915
247,3871.99,0.52282,0.41717,0.871,0.81946,0.78548,0.83677,0.74368,0.61157,0.73618,0.88951,0.0001882,0.0001882,0.0001882
248,3887.24,0.53553,0.42803,0.87673,0.83362,0.80689,0.84626,0.74912,0.61924,0.69306,0.89665,0.0001849,0.0001849,0.0001849
249,3906.97,0.53679,0.41764,0.87875,0.84041,0.80791,0.85032,0.75396,0.62213,0.68797,0.8943,0.0001816,0.0001816,0.0001816
250,3924.38,0.53109,0.41261,0.86657,0.80684,0.83053,0.84767,0.75029,0.61633,0.70653,0.89103,0.0001783,0.0001783,0.0001783
251,3939.72,0.53451,0.41506,0.87295,0.80489,0.81987,0.84388,0.74473,0.62487,0.7217,0.88842,0.000175,0.000175,0.000175
252,3955.07,0.54096,0.42681,0.87076,0.81481,0.82107,0.84244,0.74911,0.61031,0.71408,0.88668,0.0001717,0.0001717,0.0001717
253,3970.14,0.53267,0.4211,0.88185,0.79751,0.83226,0.82962,0.73407,0.60997,0.71905,0.88526,0.0001684,0.0001684,0.0001684
254,3985.39,0.52423,0.42346,0.86533,0.80446,0.80402,0.82307,0.7309,0.60632,0.74393,0.88306,0.0001651,0.0001651,0.0001651
255,4000.49,0.52863,0.41108,0.87043,0.84088,0.78513,0.83633,0.73996,0.61862,0.72179,0.88696,0.0001618,0.0001618,0.0001618
256,4016.9,0.53508,0.41418,0.87093,0.79953,0.82941,0.83604,0.73938,0.61892,0.72404,0.89083,0.0001585,0.0001585,0.0001585
257,4031.8,0.51621,0.41949,0.87132,0.79528,0.82098,0.83618,0.73867,0.62053,0.74562,0.89694,0.0001552,0.0001552,0.0001552
258,4046.89,0.53798,0.42061,0.87306,0.80222,0.84014,0.83893,0.74152,0.61983,0.74506,0.89166,0.0001519,0.0001519,0.0001519
259,4062.14,0.51479,0.4038,0.87301,0.79976,0.8282,0.84097,0.74537,0.62164,0.72925,0.89457,0.0001486,0.0001486,0.0001486
260,4077.39,0.54578,0.41819,0.87575,0.79854,0.83922,0.84133,0.74646,0.62051,0.71827,0.89642,0.0001453,0.0001453,0.0001453
261,4092.56,0.52915,0.40756,0.87251,0.79052,0.81703,0.83309,0.73712,0.61955,0.74164,0.89681,0.000142,0.000142,0.000142
262,4109.3,0.52677,0.40371,0.87657,0.80285,0.79166,0.82778,0.73189,0.60199,0.76577,0.88734,0.0001387,0.0001387,0.0001387
263,4124.62,0.53312,0.41249,0.86685,0.81591,0.7861,0.831,0.73397,0.62006,0.77239,0.89245,0.0001354,0.0001354,0.0001354
264,4139.93,0.52799,0.40189,0.86846,0.82098,0.79065,0.83757,0.74047,0.62562,0.76208,0.89598,0.0001321,0.0001321,0.0001321
265,4155.19,0.51898,0.40636,0.87217,0.79925,0.8174,0.83929,0.74447,0.61224,0.73725,0.89106,0.0001288,0.0001288,0.0001288
266,4170.6,0.51345,0.39188,0.87312,0.81089,0.80187,0.83811,0.74586,0.60304,0.72579,0.88479,0.0001255,0.0001255,0.0001255
267,4185.65,0.51097,0.38579,0.86779,0.80778,0.80699,0.83321,0.74098,0.62627,0.73279,0.88803,0.0001222,0.0001222,0.0001222
268,4200.98,0.51353,0.38649,0.87458,0.83674,0.80692,0.83803,0.73909,0.63215,0.72168,0.8996,0.0001189,0.0001189,0.0001189
269,4216.1,0.50455,0.40011,0.86611,0.80383,0.82211,0.84172,0.74635,0.61298,0.72991,0.89041,0.0001156,0.0001156,0.0001156
270,4230.94,0.52315,0.41251,0.87307,0.79403,0.83721,0.84124,0.7459,0.61723,0.7172,0.88921,0.0001123,0.0001123,0.0001123
271,4246.29,0.52449,0.40883,0.87528,0.79256,0.84295,0.83636,0.74039,0.62904,0.70347,0.89289,0.000109,0.000109,0.000109
272,4261.82,0.50808,0.39698,0.86735,0.84509,0.81296,0.83356,0.73623,0.61757,0.69854,0.8888,0.0001057,0.0001057,0.0001057
273,4277.11,0.50663,0.38276,0.86776,0.83071,0.8258,0.83888,0.74497,0.61403,0.70502,0.88787,0.0001024,0.0001024,0.0001024
274,4292.15,0.51823,0.39316,0.87283,0.82182,0.83332,0.84062,0.74906,0.61537,0.71051,0.88837,9.91e-05,9.91e-05,9.91e-05
275,4308.08,0.50592,0.4017,0.86391,0.80504,0.85192,0.84144,0.74643,0.61165,0.71164,0.88738,9.58e-05,9.58e-05,9.58e-05
276,4324.75,0.50556,0.38751,0.86616,0.80826,0.83984,0.84134,0.74674,0.61313,0.71352,0.88729,9.25e-05,9.25e-05,9.25e-05
277,4339.78,0.50166,0.3942,0.86905,0.80747,0.83666,0.84166,0.7487,0.61521,0.72875,0.88989,8.92e-05,8.92e-05,8.92e-05
278,4355.12,0.51079,0.40048,0.8661,0.81978,0.83183,0.84084,0.74956,0.60574,0.71727,0.88566,8.59e-05,8.59e-05,8.59e-05
279,4370.29,0.50341,0.3898,0.86778,0.80998,0.83922,0.83955,0.74836,0.61047,0.7092,0.88877,8.26e-05,8.26e-05,8.26e-05
280,4385.62,0.49827,0.39473,0.87286,0.81246,0.83849,0.84174,0.75182,0.61374,0.71871,0.88875,7.93e-05,7.93e-05,7.93e-05
281,4400.89,0.49497,0.38161,0.86427,0.82336,0.82826,0.84124,0.7547,0.61557,0.71414,0.89484,7.6e-05,7.6e-05,7.6e-05
282,4415.9,0.50685,0.39265,0.87488,0.81534,0.8386,0.84503,0.75632,0.61711,0.7122,0.89451,7.27e-05,7.27e-05,7.27e-05
283,4432.83,0.50591,0.38911,0.87035,0.81009,0.83988,0.84038,0.7504,0.6103,0.72156,0.89093,6.94e-05,6.94e-05,6.94e-05
284,4447.92,0.50921,0.38495,0.87103,0.81629,0.83878,0.84192,0.75212,0.60595,0.71561,0.88673,6.61e-05,6.61e-05,6.61e-05
285,4463.12,0.50877,0.38321,0.87053,0.82955,0.84097,0.84391,0.75411,0.61011,0.71214,0.88622,6.28e-05,6.28e-05,6.28e-05
286,4478.29,0.48942,0.37049,0.86741,0.81411,0.84282,0.84371,0.75108,0.60803,0.71952,0.88306,5.95e-05,5.95e-05,5.95e-05
287,4493.68,0.50373,0.39308,0.86987,0.80828,0.84591,0.84305,0.74863,0.60914,0.72308,0.88195,5.62e-05,5.62e-05,5.62e-05
288,4509.58,0.51054,0.38031,0.86424,0.80953,0.83777,0.83967,0.74924,0.60703,0.72659,0.88354,5.29e-05,5.29e-05,5.29e-05
289,4526.07,0.50198,0.39567,0.86577,0.83469,0.81372,0.84099,0.74895,0.60979,0.71631,0.88589,4.96e-05,4.96e-05,4.96e-05
290,4541.23,0.48827,0.38161,0.86437,0.82285,0.82445,0.8405,0.74545,0.61176,0.70887,0.88569,4.63e-05,4.63e-05,4.63e-05
291,4558.08,0.47447,0.34498,0.86044,0.78618,0.83214,0.82925,0.73288,0.62272,0.71745,0.89226,4.3e-05,4.3e-05,4.3e-05
292,4573.66,0.47111,0.33306,0.86097,0.79646,0.85148,0.83207,0.73605,0.618,0.70842,0.89183,3.97e-05,3.97e-05,3.97e-05
293,4589.25,0.46548,0.33325,0.85791,0.80371,0.83312,0.83223,0.73526,0.61181,0.70577,0.88945,3.64e-05,3.64e-05,3.64e-05
294,4604.5,0.4729,0.34063,0.86186,0.81589,0.82774,0.83193,0.7346,0.615,0.7127,0.89045,3.31e-05,3.31e-05,3.31e-05
295,4620,0.44927,0.32477,0.84998,0.82058,0.82037,0.83025,0.73252,0.61725,0.72683,0.88934,2.98e-05,2.98e-05,2.98e-05
296,4635.5,0.45232,0.32357,0.84775,0.80246,0.83169,0.8285,0.7301,0.61212,0.73808,0.88732,2.65e-05,2.65e-05,2.65e-05
297,4648.81,0.45685,0.32522,0.84804,0.80787,0.82296,0.8281,0.73049,0.60918,0.73894,0.88518,2.32e-05,2.32e-05,2.32e-05
298,4666.62,0.44575,0.32019,0.84966,0.78543,0.83898,0.82754,0.73235,0.61398,0.74071,0.88792,1.99e-05,1.99e-05,1.99e-05
299,4681.68,0.44256,0.31177,0.85289,0.77859,0.84747,0.83027,0.73517,0.61008,0.73605,0.88793,1.66e-05,1.66e-05,1.66e-05
300,4696.85,0.43711,0.31644,0.85376,0.7794,0.85476,0.83105,0.73542,0.6106,0.72698,0.8883,1.33e-05,1.33e-05,1.33e-05
